,Project,Survey,Work_Area,Organization,Year,Month,Day,Hakai.ID,Date,Depth,Location.ID,Site_ID,Lat,Long,Season,Feature,Site_ID_Depth_Season,Site_ID_Depth_Date,CTD_depth,Conductivity,Temperature,Pressure,PAR,Fluorometry,Turbidity,Dissolved_O2,Salinity,Depth_feature,Label,Line_Out_Depth
341,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,16,FjeDNA342,2023-11-16,0,Indian,IA02,49.3688,-122.8854,Fall,Surface,IA02_Fall_Surface_2023,IA02_Surface_16.11.2023,2,24.48196,9.841,2,160.74001,3.1921,NA,4.6709,21.5474,top_10m,,
133,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,2,8,FjeDNA115,2023-02-08,100,Indian,IA03,49.3511,-122.9008,Winter,100m,IA03_Winter_100m_2023,IA03_100m_8.2.2023,100,30.408363,8.8495,100,1.00E-12,1.1141,NA,3.3291,28.1125,100m,IA03_100m_1,100
325,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,8,FjeDNA325,2023-05-08,100,Indian,IA03,49.3511,-122.9008,Spring,100m,IA03_Spring_100m_2023,IA03_100m_8.5.2023,100,29.676511,7.9085,100,1.00E-12,1.2765,NA,4.1209,28.1059,100m,IA03_100m_1,100
427,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,8,FjeDNA435,2023-08-08,100,Indian,IA03,49.3511,-122.9008,Summer,100m,IA03_Summer_100m_2023,IA03_100m_8.8.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,100m,,100
355,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,16,FjeDNA356,2023-11-16,100,Indian,IA03,49.3511,-122.9008,Fall,100m,IA03_Fall_100m_2023,IA03_100m_16.11.2023,100,30.06314,8.5572,100,0,1.1663,NA,1.5633,27.9885,100m,,
131,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,2,8,FjeDNA113,2023-02-08,10,Indian,IA03,49.3511,-122.9008,Winter,10m,IA03_Winter_10m_2023,IA03_10m_8.2.2023,10,29.06088,8.1396,10,33.4,2.0914,NA,4.0098,27.3185,top_10m,IA03_10m_1,10
323,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,8,FjeDNA323,2023-05-08,10,Indian,IA03,49.3511,-122.9008,Spring,10m,IA03_Spring_10m_2023,IA03_10m_8.5.2023,10,29.108013,9.1707,10,19.4,7.9417,NA,6.9467,26.5821,top_10m,IA03_10m_1,10
425,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,8,FjeDNA433,2023-08-08,10,Indian,IA03,49.3511,-122.9008,Summer,10m,IA03_Summer_10m_2023,IA03_10m_8.8.2023,10,29.100656,14.172,10,5.06E+01,5.9255,NA,5.3101,23.233,top_10m,,10
353,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,16,FjeDNA354,2023-11-16,10,Indian,IA03,49.3511,-122.9008,Fall,10m,IA03_Fall_10m_2023,IA03_10m_16.11.2023,10,29.97111,10.4898,10,16.768,1.6836,NA,3.6285,26.4682,top_10m,,
135,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,2,8,FjeDNA118,2023-02-08,160,Indian,IA03,49.3511,-122.9008,Winter,bottom,IA03_Winter_bottom_2023,IA03_bottom_8.2.2023,208,30.147634,8.4555,208,1.00E-12,1.1266,NA,3.4416,28.1147,bottom,IA03_bottom_1,160
328,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,8,FjeDNA328,2023-05-08,130,Indian,IA03,49.3511,-122.9008,Spring,bottom,IA03_Spring_bottom_2023,IA03_bottom_8.5.2023,133,29.770153,7.9743,133,1.00E-12,1.3435,NA,4.1653,28.1376,bottom,IA03_bottom_1,130
430,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,8,FjeDNA438,2023-08-08,140,Indian,IA03,49.3511,-122.9008,Summer,bottom,IA03_Summer_bottom_2023,IA03_bottom_8.8.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,bottom,,140
358,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,16,FjeDNA359,2023-11-16,153,Indian,IA03,49.3511,-122.9008,Fall,bottom,IA03_Fall_bottom_2023,IA03_bottom_16.11.2023,153,29.78256,8.1441,153,0,1.2096,NA,1.2401,28.0067,bottom,,
129,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,2,8,FjeDNA111,2023-02-08,0,Indian,IA03,49.3511,-122.9008,Winter,Surface,IA03_Winter_Surface_2023,IA03_Surface_8.2.2023,2,26.132994,7.4771,2,200,2.3141,NA,5.091,24.7745,top_10m,IA03_surface_1,0
321,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,8,FjeDNA321,2023-05-08,0,Indian,IA03,49.3511,-122.9008,Spring,Surface,IA03_Spring_Surface_2023,IA03_Surface_8.5.2023,2,24.665239,10.5012,2,227,5.3083,NA,8.2236,21.3738,top_10m,IA03_surface_1,0
423,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,8,FjeDNA431,2023-08-08,0,Indian,IA03,49.3511,-122.9008,Summer,Surface,IA03_Summer_Surface_2023,IA03_Surface_8.8.2023,2,28.91118,18.8493,2,3.39E+03,14.7791,NA,10.103,20.5317,top_10m,,0
351,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,16,FjeDNA352,2023-11-16,0,Indian,IA03,49.3511,-122.9008,Fall,Surface,IA03_Fall_Surface_2023,IA03_Surface_16.11.2023,2,24.96591,9.8665,2,35.153,3.4157,NA,4.5167,21.9884,top_10m,,
18,OCEANOGRAPHY,HISTORICAL,CALVERT,HAKAI,2022,7,3,CMIC721,2022-07-03,100,Others,KC10,51.6505,-127.9516,Summer,100m,KC10_Summer_100m_2022,KC10_100m_3.7.2022,99.11871509,33.58355091,7.263847113,100,-0.03766356,0.084115129,2.012834564,3.016210813,32.83082208,100m,KC10_100_2,100
11,OCEANOGRAPHY,HISTORICAL,CALVERT,HAKAI,2019,7,10,CMIC265,2019-07-10,100,Others,KC10,51.6505,-127.9516,Summer,100m,KC10_Summer_100m_2019,KC10_100m_10.7.2019,99.099,34.30823,7.7806,100,-0.631,0.0736,0.995,2.6808,33.1218,100m,KC10_100_3,100
17,OCEANOGRAPHY,HISTORICAL,CALVERT,HAKAI,2022,7,3,CMIC720,2022-07-03,30,Others,KC10,51.6505,-127.9516,Summer,30m,KC10_Summer_30m_2022,KC10_30m_3.7.2022,29.69560977,32.9882167,8.37859848,30,0.101925717,0.315481353,2.023852418,4.564224561,31.20558653,10-deep,KC10_30_2,30
10,OCEANOGRAPHY,HISTORICAL,CALVERT,HAKAI,2019,7,10,CMIC264,2019-07-10,30,Others,KC10,51.6505,-127.9516,Summer,30m,KC10_Summer_30m_2019,KC10_30m_10.7.2019,29.759,34.09788,8.8456,30,1.829,0.3003,1.019,3.9583,31.9468,10-deep,KC10_30_3,30
16,OCEANOGRAPHY,HISTORICAL,CALVERT,HAKAI,2022,7,3,CMIC719,2022-07-03,5,Others,KC10,51.6505,-127.9516,Summer,5m,KC10_Summer_5m_2022,KC10_5m_3.7.2022,4.993411388,32.59353311,11.02874189,5,44.14075703,10.82272431,2.932467853,5.848143735,28.61971868,top_10m,KC10_5_2,5
9,OCEANOGRAPHY,HISTORICAL,CALVERT,HAKAI,2019,7,10,CMIC263,2019-07-10,5,Others,KC10,51.6505,-127.9516,Summer,5m,KC10_Summer_5m_2019,KC10_5m_10.7.2019,4.937,35.87585,13.3128,5,583.059,1.2659,1.461,7.5568,29.9441,top_10m,KC10_5_3,5
19,OCEANOGRAPHY,HISTORICAL,CALVERT,HAKAI,2022,7,3,CMIC722,2022-07-03,325,Others,KC10,51.6505,-127.9516,Summer,bottom,KC10_Summer_bottom_2022,KC10_bottom_3.7.2022,321.9349254,33.75315227,6.850741919,325,-0.042025767,0.074557036,2.291600505,2.488308653,33.30482431,bottom,KC10_325_2,325
12,OCEANOGRAPHY,HISTORICAL,CALVERT,HAKAI,2019,7,10,CMIC266,2019-07-10,325,Others,KC10,51.6505,-127.9516,Summer,bottom,KC10_Summer_bottom_2019,KC10_bottom_10.7.2019,321.879,34.26408,7.2345,325,-0.335,0.0706,1.163,2.1547,33.4914,bottom,KC10_325_3,325
15,OCEANOGRAPHY,HISTORICAL,CALVERT,HAKAI,2022,7,3,CMIC718,2022-07-03,0,Others,KC10,51.6505,-127.9516,Summer,Surface,KC10_Summer_Surface_2022,KC10_Surface_3.7.2022,0.934723887,27.97765554,14.07818272,1,187.6854569,2.335832174,8.481241514,8.703936838,22.31466813,top_10m,KC10_0_2,0
8,OCEANOGRAPHY,HISTORICAL,CALVERT,HAKAI,2019,7,10,CMIC262,2019-07-10,0,Others,KC10,51.6505,-127.9516,Summer,Surface,KC10_Summer_Surface_2019,KC10_Surface_10.7.2019,0.976,36.08577,15.9138,1,1171.425,0.3403,1.292,8.1045,28.1913,top_10m,KC10_0_3,0
700,NONE,HISTORICAL,QUADRA,HAKAI,2019,6,26,QMIC3430,2019-06-26,100,Others,KN3,50.67,-126.0667,Summer,100m,KN3_Summer_100m_2019,KN3_100m_26.6.2019,99.063,33.86279,8.5591,100,-0.465,0.1449,1.654,4.3777,31.929,100m,KN3_100_3,100
698,NONE,HISTORICAL,QUADRA,HAKAI,2019,6,26,QMIC3428,2019-06-26,10,Others,KN3,50.67,-126.0667,Summer,10m,KN3_Summer_10m_2019,KN3_10m_26.6.2019,9.89,31.28752,9.5834,10,-0.406,2.2356,1.483,5.4907,28.4586,top_10m,KN3_10_3,10
699,NONE,HISTORICAL,QUADRA,HAKAI,2019,6,26,QMIC3429,2019-06-26,25,Others,KN3,50.67,-126.0667,Summer,25m,KN3_Summer_25m_2019,KN3_25m_26.6.2019,24.806,32.61331,8.5085,25,-0.411,0.4662,1.297,4.7641,30.7017,10-deep,KN3_25_3,25
697,NONE,HISTORICAL,QUADRA,HAKAI,2019,6,26,QMIC3427,2019-06-26,5,Others,KN3,50.67,-126.0667,Summer,5m,KN3_Summer_5m_2019,KN3_5m_26.6.2019,4.982,9.34819,15.682,5,-0.405,2.1751,5.143,6.4703,6.5237,top_10m,KN3_5_3,5
701,NONE,HISTORICAL,QUADRA,HAKAI,2019,6,26,QMIC3431,2019-06-26,195,Others,KN3,50.67,-126.0667,Summer,bottom,KN3_Summer_bottom_2019,KN3_bottom_26.6.2019,189.239,34.06159,8.5948,191,-0.608,0.2022,2.369,4.1274,32.0643,bottom,KN3_195_3,195
696,NONE,HISTORICAL,QUADRA,HAKAI,2019,6,26,QMIC3426,2019-06-26,0,Others,KN3,50.67,-126.0667,Summer,Surface,KN3_Summer_Surface_2019,KN3_Surface_26.6.2019,2.183,5.50865,16.6943,2,-0.404,0.8181,6.42,7.335,3.5989,top_10m,KN3_0_3,0
706,NONE,HISTORICAL,QUADRA,HAKAI,2019,6,27,QMIC3436,2019-06-27,100,Others,KN7,50.8017,-125.6217,Summer,100m,KN7_Summer_100m_2019,KN7_100m_27.6.2019,99.1,32.47843,7.888,100,-0.881,0.1142,1.242,4.4,31.0726,100m,KN7_100_3,100
704,NONE,HISTORICAL,QUADRA,HAKAI,2019,6,27,QMIC3434,2019-06-27,10,Others,KN7,50.8017,-125.6217,Summer,10m,KN7_Summer_10m_2019,KN7_10m_27.6.2019,9.89,30.53827,10.1992,10,-0.824,0.3028,1.846,6.1443,27.2387,top_10m,KN7_10_3,10
705,NONE,HISTORICAL,QUADRA,HAKAI,2019,6,27,QMIC3435,2019-06-27,25,Others,KN7,50.8017,-125.6217,Summer,25m,KN7_Summer_25m_2019,KN7_25m_27.6.2019,24.791,31.95861,8.043,25,-0.823,0.1513,1.292,4.7605,30.4201,10-deep,KN7_25_3,25
703,NONE,HISTORICAL,QUADRA,HAKAI,2019,6,27,QMIC3433,2019-06-27,5,Others,KN7,50.8017,-125.6217,Summer,5m,KN7_Summer_5m_2019,KN7_5m_27.6.2019,4.956,2.13084,15.1037,5,-0.822,2.7608,15.228,7.1245,1.3671,top_10m,KN7_5_3,5
707,NONE,HISTORICAL,QUADRA,HAKAI,2019,6,27,QMIC3437,2019-06-27,515,Others,KN7,50.8017,-125.6217,Summer,bottom,KN7_Summer_bottom_2019,KN7_bottom_27.6.2019,493.055,33.50772,8.4965,498,-1.345,0.1086,1.472,2.444,31.4413,bottom,KN7_515_3,515
702,NONE,HISTORICAL,QUADRA,HAKAI,2019,6,27,QMIC3432,2019-06-27,0,Others,KN7,50.8017,-125.6217,Summer,Surface,KN7_Summer_Surface_2019,KN7_Surface_27.6.2019,2.033,2.04856,15.5456,2,-0.823,0.4838,14.871,7.9392,1.2972,top_10m,KN7_0_3,0
1,OCEANOGRAPHY,HISTORICAL,CALVERT,HAKAI,2019,7,7,CMIC245,2019-07-07,30,Others,QCS01,51.705,-128.2384,Summer,30m,QCS01_Summer_30m_2019,QCS01_30m_7.7.2019,30.72,35.02551,9.5819,31,0.323,0.4671,0.962,4.6823,32.2406,10-deep,QCS01_30_3,30
14,OCEANOGRAPHY,HISTORICAL,CALVERT,HAKAI,2019,7,7,CMIC268,2019-07-07,5,Others,QCS01,51.705,-128.2384,Summer,5m,QCS01_Summer_5m_2019,QCS01_5m_7.7.2019,4.964,37.80447,13.6243,5,97.068,3.5131,1.193,6.4926,31.4805,top_10m,QCS01_5_3,5
2,OCEANOGRAPHY,HISTORICAL,CALVERT,HAKAI,2019,7,7,CMIC246,2019-07-07,115,Others,QCS01,51.705,-128.2384,Summer,99m,QCS01_Summer_99m_2019,QCS01_99m_7.7.2019,98.048,34.22518,7.4735,99,-0.339,0.0693,0.922,2.7704,33.326,deep,QCS01_115_3,115
13,OCEANOGRAPHY,HISTORICAL,CALVERT,HAKAI,2019,7,7,CMIC267,2019-07-07,0,Others,QCS01,51.705,-128.2384,Summer,Surface,QCS01_Summer_Surface_2019,QCS01_Surface_7.7.2019,0.947,38.31335,14.4968,1,238.192,1.6159,1.134,6.782,31.2384,top_10m,QCS01_0_3,0
725,OCEANOGRAPHY,HISTORICAL,QUADRA,HAKAI,2022,7,6,QMIC4649,2022-07-06,100,Others,QU39,50.0307,-125.0992,Summer,100m,QU39_Summer_100m_2022,QU39_100m_6.7.2022,99.119,32.097797,8.4879,100,0.000054764,0.12038,0.21,3.3701,30.1506,100m,QU39_100_2,100
715,OCEANOGRAPHY,HISTORICAL,QUADRA,HAKAI,2019,7,9,QMIC3454,2019-07-09,100,Others,QU39,50.0307,-125.0992,Summer,100m,QU39_Summer_100m_2019,QU39_100m_9.7.2019,99.128,32.58045,8.8074,100,-0.002,0.1456,1.35,3.3794,30.3777,100m,QU39_100_3,100
724,OCEANOGRAPHY,HISTORICAL,QUADRA,HAKAI,2022,7,6,QMIC4648,2022-07-06,30,Others,QU39,50.0307,-125.0992,Summer,30m,QU39_Summer_30m_2022,QU39_30m_6.7.2022,29.741,31.778334,9.6724,30,3.0139,0.19048,0.139,3.7403,28.8726,10-deep,QU39_30_2,30
714,OCEANOGRAPHY,HISTORICAL,QUADRA,HAKAI,2019,7,9,QMIC3453,2019-07-09,30,Others,QU39,50.0307,-125.0992,Summer,30m,QU39_Summer_30m_2019,QU39_30m_9.7.2019,29.743,32.77055,9.8644,30,2.925,0.5762,1.325,4.0196,29.7132,10-deep,QU39_30_3,30
713,OCEANOGRAPHY,HISTORICAL,QUADRA,HAKAI,2019,7,9,QMIC3452,2019-07-09,5,Others,QU39,50.0307,-125.0992,Summer,5m,QU39_Summer_5m_2019,QU39_5m_9.7.2019,4.911,35.21361,14.4707,5,334.55,4.6494,2.201,7.3306,28.4615,top_10m,QU39_5_3,5
723,OCEANOGRAPHY,HISTORICAL,QUADRA,HAKAI,2022,7,6,QMIC4647,2022-07-06,5,Others,QU39,50.0307,-125.0992,Summer,5m,QU39_Summer_5m_2022,QU39_5m_6.7.2022,4.957,30.964453,17.8778,5,118.13,1.7786,0.366,6.2605,22.6681,top_10m,QU39_5_2,5
726,OCEANOGRAPHY,HISTORICAL,QUADRA,HAKAI,2022,7,6,QMIC4650,2022-07-06,260,Others,QU39,50.0307,-125.0992,Summer,bottom,QU39_Summer_bottom_2022,QU39_bottom_6.7.2022,249.687,32.554124,8.4732,252,0.000043002,0.12906,0.527,3.2007,30.5735,bottom,QU39_260_2,260
716,OCEANOGRAPHY,HISTORICAL,QUADRA,HAKAI,2019,7,9,QMIC3455,2019-07-09,260,Others,QU39,50.0307,-125.0992,Summer,bottom,QU39_Summer_bottom_2019,QU39_bottom_9.7.2019,239.763,33.00656,8.8653,242,0.042,0.1363,1.641,3.3909,30.708,bottom,QU39_260_3,260
712,OCEANOGRAPHY,HISTORICAL,QUADRA,HAKAI,2019,7,9,QMIC3449,2019-07-09,0,Others,QU39,50.0307,-125.0992,Summer,Surface,QU39_Summer_Surface_2019,QU39_Surface_9.7.2019,0.987,35.72331,15.5773,1,1060.976,1.003,5.044,8.1878,28.1146,top_10m,QU39_0_3,0
722,OCEANOGRAPHY,HISTORICAL,QUADRA,HAKAI,2022,7,6,QMIC4646,2022-07-06,0,Others,QU39,50.0307,-125.0992,Summer,Surface,QU39_Summer_Surface_2022,QU39_Surface_6.7.2022,0.991,29.438644,18.3988,1,441.4,1.1758,0.337,6.4803,21.1723,top_10m,QU39_0_2,0
677,OCEANOGRAPHY,HISTORICAL,QUADRA,HAKAI,2019,7,2,QMIC3372,2019-07-02,30,Bute,QU43,50.33921037,-125.1176375,Summer,30m,QU43_Summer_30m_2019,QU43_30m_2.7.2019,29.741,32.226792,9.7546,30,,0.37608,0.426,3.7851,29.2568,10-deep,QU43_30_4,30
676,OCEANOGRAPHY,HISTORICAL,QUADRA,HAKAI,2019,7,2,QMIC3371,2019-07-02,5,Bute,QU43,50.33921037,-125.1176375,Summer,5m,QU43_Summer_5m_2019,QU43_5m_2.7.2019,4.957,31.286611,14.9124,5,,2.1014,0.421,6.1522,24.6939,top_10m,QU43_5_4,5
678,OCEANOGRAPHY,HISTORICAL,QUADRA,HAKAI,2019,7,2,QMIC3373,2019-07-02,150,Bute,QU43,50.33921037,-125.1176375,Summer,bottom,QU43_Summer_bottom_2019,QU43_bottom_2.7.2019,148.66,32.961332,8.9593,150,,0.088294,0.215,3.1258,30.6191,bottom,QU43_150_4,150
675,OCEANOGRAPHY,HISTORICAL,QUADRA,HAKAI,2019,7,2,QMIC3370,2019-07-02,0,Bute,QU43,50.33921037,-125.1176375,Summer,Surface,QU43_Summer_Surface_2019,QU43_Surface_2.7.2019,0.991,25.062362,15.6534,1,,0.73691,1.621,6.7248,18.98,top_10m,QU43_0_4,0
784,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,3,17,VeDNA0019,2023-03-17,0,Central,TFN10,49.299964,-123.10986,Winter,NA,TFN10_Winter_0_2023,TFN10_NA_17.3.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
783,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,3,17,VeDNA0020,2023-03-17,14,Central,TFN10,49.299964,-123.10986,Winter,NA,TFN10_Winter_14_2023,TFN10_NA_17.3.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
820,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,5,18,VeDNA0057,2023-05-18,0,Central,TFN10,49.299964,-123.10986,Spring,NA,TFN10_Spring_0_2023,TFN10_NA_18.5.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
815,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,5,18,VeDNA0058,2023-05-18,NA,Central,TFN10,49.299964,-123.10986,Spring,NA,TFN10_Spring_bottom_2023,TFN10_NA_18.5.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
854,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,8,16,VeDNA0101,2023-08-16,0,Central,TFN10,49.299964,-123.10986,Summer,NA,TFN10_Summer_0_2023,TFN10_NA_16.8.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
849,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,8,16,VeDNA0102,2023-08-16,NA,Central,TFN10,49.299964,-123.10986,Summer,NA,TFN10_Summer_bottom_2023,TFN10_NA_16.8.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
888,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,11,24,VeDNA0137,2023-11-24,0,Central,TFN10,49.299964,-123.10986,Fall,NA,TFN10_Fall_0_2023,TFN10_NA_24.11.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,11,24,VeDNA0143,2023-11-24,NA,Central,TFN10,49.299964,-123.10986,Fall,NA,TFN10_Fall_bottom_2023,TFN10_NA_24.11.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
785,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,3,17,VeDNA0021,2023-03-17,0,Outer,TFN11,49.2980262,-123.17352,Winter,NA,TFN11_Winter_0_2023,TFN11_NA_17.3.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,3,17,VeDNA0023,2023-03-17,18,Outer,TFN11,49.2980262,-123.17352,Winter,NA,TFN11_Winter_18_2023,TFN11_NA_17.3.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,5,18,VeDNA0059,2023-05-18,0,Outer,TFN11,49.2980262,-123.17352,Spring,NA,TFN11_Spring_0_2023,TFN11_NA_18.5.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
816,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,5,18,VeDNA0060,2023-05-18,NA,Outer,TFN11,49.2980262,-123.17352,Spring,NA,TFN11_Spring_bottom_2023,TFN11_NA_18.5.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
855,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,8,16,VeDNA0103,2023-08-16,0,Outer,TFN11,49.2980262,-123.17352,Summer,NA,TFN11_Summer_0_2023,TFN11_NA_16.8.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
850,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,8,16,VeDNA0091,2023-08-16,NA,Outer,TFN11,49.2980262,-123.17352,Summer,NA,TFN11_Summer_bottom_2023,TFN11_NA_16.8.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,11,24,VeDNA0138,2023-11-24,0,Outer,TFN11,49.2980262,-123.17352,Fall,NA,TFN11_Fall_0_2023,TFN11_NA_24.11.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,11,24,VeDNA0144,2023-11-24,NA,Outer,TFN11,49.2980262,-123.17352,Fall,NA,TFN11_Fall_bottom_2023,TFN11_NA_24.11.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
822,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,5,18,VeDNA0047,2023-05-18,0,Outer,TFN13,49.2958116,-123.23931,Spring,NA,TFN13_Spring_0_2023,TFN13_NA_18.5.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
856,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,8,16,VeDNA0104,2023-08-16,0,Outer,TFN13,49.2958116,-123.23931,Summer,NA,TFN13_Summer_0_2023,TFN13_NA_16.8.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,11,24,VeDNA0130,2023-11-24,0,Outer,TFN13,49.2958116,-123.23931,Fall,NA,TFN13_Fall_0_2023,TFN13_NA_24.11.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
786,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,3,17,VeDNA0013,2023-03-17,0,Outer,TFN14,49.32347,-123.24509,Winter,NA,TFN14_Winter_0_2023,TFN14_NA_17.3.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
779,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,3,17,VeDNA0014,2023-03-17,87,Outer,TFN14,49.32347,-123.24509,Winter,NA,TFN14_Winter_87_2023,TFN14_NA_17.3.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,5,18,VeDNA0049,2023-05-18,0,Outer,TFN14,49.32347,-123.24509,Spring,NA,TFN14_Spring_0_2023,TFN14_NA_18.5.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
817,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,5,18,VeDNA0050,2023-05-18,NA,Outer,TFN14,49.32347,-123.24509,Spring,NA,TFN14_Spring_bottom_2023,TFN14_NA_18.5.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,8,16,VeDNA0093,2023-08-16,0,Outer,TFN14,49.32347,-123.24509,Summer,NA,TFN14_Summer_0_2023,TFN14_NA_16.8.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
851,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,8,16,VeDNA0094,2023-08-16,NA,Outer,TFN14,49.32347,-123.24509,Summer,NA,TFN14_Summer_bottom_2023,TFN14_NA_16.8.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,11,24,VeDNA0132,2023-11-24,0,Outer,TFN14,49.32347,-123.24509,Fall,NA,TFN14_Fall_0_2023,TFN14_NA_24.11.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
772,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,3,16,VeDNA0007,2023-03-16,0,Inner,TFN8,49.3006186,-122.98694,Winter,NA,TFN8_Winter_0_2023,TFN8_NA_16.3.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
769,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,3,16,VeDNA0008,2023-03-16,26,Inner,TFN8,49.3006186,-122.98694,Winter,NA,TFN8_Winter_26_2023,TFN8_NA_16.3.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,5,16,VeDNA0040,2023-05-16,0,Inner,TFN8,49.3006186,-122.98694,Spring,NA,TFN8_Spring_0_2023,TFN8_NA_16.5.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
801,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,5,16,VeDNA0041,2023-05-16,NA,Inner,TFN8,49.3006186,-122.98694,Spring,NA,TFN8_Spring_bottom_2023,TFN8_NA_16.5.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
