assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
68613628,41738,Carcharhinus sealei,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Carcharhinus,sealei,,,,"(Pietschmann, 1913)",Vulnerable,A2d,3.1,Decreasing,Global
68614118,41740,Centrophorus harrissoni,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,CENTROPHORIDAE,Centrophorus,harrissoni,,,,"McCulloch, 1915",Endangered,A2bd,3.1,Decreasing,Global
68615392,41749,Centroscymnus owstonii,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,SOMNIOSIDAE,Centroscymnus,owstonii,,,,"Garman, 1906",Vulnerable,A2d,3.1,Unknown,Global
68615502,46864,Centroselachus crepidater,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,SOMNIOSIDAE,Centroselachus,crepidater,,,,(Barbosa du Bocage &amp; de Brito Capello 1864),Near Threatened,A2bd,3.1,Decreasing,Global
68615830,42706,Cephaloscyllium albipinnum,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,SCYLIORHINIDAE,Cephaloscyllium,albipinnum,,,,"Last, Motomura &amp; White, 2008",Critically Endangered,A2bd,3.1,Decreasing,Global
68616530,42707,Cephaloscyllium variegatum,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,SCYLIORHINIDAE,Cephaloscyllium,variegatum,,,,"Last &amp; White, 2008",Near Threatened,A2bd,3.1,Decreasing,Global
68617625,60187,Chimaera phantasma,ANIMALIA,CHORDATA,CHIMAERIFORMES,CHONDRICHTHYES,CHIMAERIDAE,Chimaera,phantasma,,,,"Jordan &amp; Snyder, 1900",Vulnerable,A2d,3.1,Decreasing,Global
68618306,41797,Hemitrygon fluviorum,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Hemitrygon,fluviorum,,,,"(Ogilby, 1908)",Near Threatened,A2cd,3.1,Decreasing,Global
68620350,161637,Dentiraja australis,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,RAJIDAE,Dentiraja,australis,,,,"(Macleay, 1884)",Near Threatened,A2bd,3.1,Decreasing,Global
68620738,195446,Dentiraja endeavouri,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,RAJIDAE,Dentiraja,endeavouri,,,,"(Last, 2008)",Near Threatened,A2d,3.1,Decreasing,Global
68621107,161535,Dipturus gudgeri,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,RAJIDAE,Dipturus,gudgeri,,,,(Whitley 1940),Near Threatened,,3.1,Unknown,Global
68623209,41810,Eusphyra blochii,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,SPHYRNIDAE,Eusphyra,blochii,,,,"(Cuvier, 1816)",Endangered,A2d+3d,3.1,Decreasing,Global
68623995,104061138,Glaucostegus typus,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,GLAUCOSTEGIDAE,Glaucostegus,typus,,,,"(Anonymous [Bennett], 1830)",Critically Endangered,A2bd,3.1,Decreasing,Global
68624151,42712,Glyphis garricki,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Glyphis,garricki,,,,"Compagno, White &amp; Last, 2008",Vulnerable,C1,3.1,Decreasing,Global
68624306,39379,Glyphis glyphis,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Glyphis,glyphis,,,,"(Müller &amp; Henle, 1839)",Vulnerable,C1,3.1,Decreasing,Global
68626047,152781341,Hexanchus nakamurai,ANIMALIA,CHORDATA,HEXANCHIFORMES,CHONDRICHTHYES,HEXANCHIDAE,Hexanchus,nakamurai,,,,"Teng, 1962",Near Threatened,A2d,3.1,Decreasing,Global
68634957,60124,Myliobatis hamlyni,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,MYLIOBATIDAE,Myliobatis,hamlyni,,,,"Ogilby, 1911",Near Threatened,,3.1,Decreasing,Global
68636040,60150,Neotrygon annotata,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Neotrygon,annotata,,,,"(Last, 1987)",Near Threatened,,3.1,Unknown,Global
68639645,41840,Oxynotus bruniensis,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,OXYNOTIDAE,Oxynotus,bruniensis,,,,(Ogilby 1893),Near Threatened,A2d,3.1,Unknown,Global
68641215,39390,Pristis clavata,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,PRISTIDAE,Pristis,clavata,,,,"Garman, 1906",Critically Endangered,A2cd,3.1,Decreasing,Global
68641556,46865,Scymnodon plunketi,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,SOMNIOSIDAE,Scymnodon,plunketi,,,,"(Waite, 1910)",Vulnerable,A2bd,3.1,Decreasing,Global
68642326,41850,Rhizoprionodon acutus,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Rhizoprionodon,acutus,,,,"(Rüppell, 1837)",Vulnerable,A2bd,3.1,Decreasing,Global
68643043,41853,Rhynchobatus australiae,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,RHINIDAE,Rhynchobatus,australiae,,,,"Whitley, 1939",Critically Endangered,A2bd,3.1,Decreasing,Global
68643826,161496,Spiniraja whitleyi,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,RAJIDAE,Spiniraja,whitleyi,,,,"(Iredale, 1938)",Vulnerable,A2bd,3.1,Decreasing,Global
68644464,161360,Squalus chloroculus,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,SQUALIDAE,Squalus,chloroculus,,,,"Last, White &amp; Motomura, 2007",Endangered,A2bd,3.1,Decreasing,Global
68644689,158617,Squalus edmundsi,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,SQUALIDAE,Squalus,edmundsi,,,,"White, Last &amp; Stevens, 2007",Near Threatened,A2d+3d,3.1,Decreasing,Global
68644862,42727,Squalus grahami,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,SQUALIDAE,Squalus,grahami,,,,"White, Last &amp; Stevens, 2007",Near Threatened,A2bd,3.1,Decreasing,Global
68645208,161404,Squalus montalbani,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,SQUALIDAE,Squalus,montalbani,,,,"Whitley, 1931",Vulnerable,A2bd+3d,3.1,Decreasing,Global
68645393,42726,Squalus nasutus,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,SQUALIDAE,Squalus,nasutus,,,,"Last, Marshall &amp; White, 2007",Near Threatened,A2d+3d,3.1,Decreasing,Global
68645549,42729,Squatina albipunctata,ANIMALIA,CHORDATA,SQUATINIFORMES,CHONDRICHTHYES,SQUATINIDAE,Squatina,albipunctata,,,,"Last &amp; White, 2008",Vulnerable,A2bd+3bd+4bd,3.1,Decreasing,Global
68648424,60085,Trygonoptera testacea,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,UROLOPHIDAE,Trygonoptera,testacea,,,,"Müller &amp; Henle, 1841",Near Threatened,A2d,3.1,Decreasing,Global
68649040,60088,Urolophus bucculentus,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,UROLOPHIDAE,Urolophus,bucculentus,,,,"Macleay, 1884",Vulnerable,A2bd,3.1,Decreasing,Global
68649607,42730,Urolophus kapalensis,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,UROLOPHIDAE,Urolophus,kapalensis,,,,"Yearsley &amp; Last, 2006",Near Threatened,A2d,3.1,Decreasing,Global
68650134,60104,Urolophus sufflavus,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,UROLOPHIDAE,Urolophus,sufflavus,,,,"Whitley, 1929",Vulnerable,A2bd,3.1,Decreasing,Global
68650230,60105,Urolophus viridis,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,UROLOPHIDAE,Urolophus,viridis,,,,"McCulloch, 1916",Vulnerable,A2bd,3.1,Decreasing,Global
69800907,69793068,Caracanthus typicus,ANIMALIA,CHORDATA,SCORPAENIFORMES,ACTINOPTERYGII,SCORPAENIDAE,Caracanthus,typicus,,,,"Krøyer, 1845",Near Threatened,,3.1,Unknown,Global
70010020,69919546,Sebastapistes coniorta,ANIMALIA,CHORDATA,SCORPAENIFORMES,ACTINOPTERYGII,SCORPAENIDAE,Sebastapistes,coniorta,,,,"Jenkins, 1903",Near Threatened,,3.1,Unknown,Global
70680983,70680908,Carcharhinus tjutjot,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Carcharhinus,tjutjot,,,,"(Bleeker, 1852)",Vulnerable,A2cd+3cd,3.1,Decreasing,Global
70688281,70688138,Dentiraja confusa,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,RAJIDAE,Dentiraja,confusa,,,,"(Last, 2008)",Critically Endangered,A2bd,3.1,Decreasing,Global
70709453,41875,Hemiscyllium hallstromi,ANIMALIA,CHORDATA,ORECTOLOBIFORMES,CHONDRICHTHYES,HEMISCYLLIIDAE,Hemiscyllium,hallstromi,,,,"Whitley, 1967",Vulnerable,B1ab(iii),3.1,Unknown,Global
75144431,75143569,Harpadon nehereus,ANIMALIA,CHORDATA,AULOPIFORMES,ACTINOPTERYGII,SYNODONTIDAE,Harpadon,nehereus,,,,"(Hamilton, 1822)",Near Threatened,A2d,3.1,Decreasing,Global
80677563,60152,Hypanus dipterurus,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Hypanus,dipterurus,,,,"(Jordan &amp; Gilbert, 1880)",Vulnerable,A2d,3.1,Decreasing,Global
82031671,82031667,Sousa sahulensis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Sousa,sahulensis,,,,"Jefferson &amp; Rosenbaum, 2014 ",Vulnerable,C2a(i),3.1,Decreasing,Global
82304200,82304194,Chrysiptera arnazae,ANIMALIA,CHORDATA,NOT ASSIGNED,ACTINOPTERYGII,POMACENTRIDAE,Chrysiptera,arnazae,,,,"Allen, Erdmann &amp; Barber, 2010",Vulnerable,A2c,3.1,Decreasing,Global
85698327,48342396,Ophioblennius clippertonensis,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,BLENNIIDAE,Ophioblennius,clippertonensis,,,,"Springer, 1962",Vulnerable,D2,3.1,Unknown,Global
85698513,183703,Thalassoma robertsoni,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LABRIDAE,Thalassoma,robertsoni,,,,"Allen, 1995",Vulnerable,D2,3.1,Stable,Global
85698736,183739,Xyrichtys wellingtoni,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LABRIDAE,Xyrichtys,wellingtoni,,,,"Allen &amp; Robertson, 1995",Vulnerable,D2,3.1,Unknown,Global
85699047,183961,Stegastes baldwini,ANIMALIA,CHORDATA,NOT ASSIGNED,ACTINOPTERYGII,POMACENTRIDAE,Stegastes,baldwini,,,,"Allen &amp; Woods, 1980",Near Threatened,,3.1,Unknown,Global
85699406,183326,Pseudogramma axelrodi,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SERRANIDAE,Pseudogramma,axelrodi,,,,"Allen &amp; Robertson, 1995",Near Threatened,,3.1,Unknown,Global
97433481,233,Acipenser medirostris,ANIMALIA,CHORDATA,ACIPENSERIFORMES,ACTINOPTERYGII,ACIPENSERIDAE,Acipenser,medirostris,,,,"Ayres, 1854",Endangered,A2bc,3.1,Unknown,Global
97440736,234,Acipenser transmontanus,ANIMALIA,CHORDATA,ACIPENSERIFORMES,ACTINOPTERYGII,ACIPENSERIDAE,Acipenser,transmontanus,,,,"Richardson, 1836",Vulnerable,A2bc,3.1,Stable,Global
97662794,193736,Balistes capriscus,ANIMALIA,CHORDATA,TETRAODONTIFORMES,ACTINOPTERYGII,BALISTIDAE,Balistes,capriscus,,,,"Gmelin, 1789",Vulnerable,A2bd,3.1,Decreasing,Global
97667070,190422,Mola mola,ANIMALIA,CHORDATA,TETRAODONTIFORMES,ACTINOPTERYGII,MOLIDAE,Mola,mola,,,,"(Linnaeus, 1758)",Vulnerable,A4bd,3.1,Decreasing,Global
100459934,43974,Epinephelus akaara,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,EPINEPHELIDAE,Epinephelus,akaara,,,,"(Temminck &amp; Schlegel, 1842)",Endangered,A2d,3.1,Decreasing,Global
100465433,61337,Epinephelus daemelii,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,EPINEPHELIDAE,Epinephelus,daemelii,,,,"(Günther, 1876)",Near Threatened,,3.1,Unknown,Global
100466315,14049,Mycteroperca jordani,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,EPINEPHELIDAE,Mycteroperca,jordani,,,,"(Jenkins &amp; Evermann, 1889)",Endangered,A2bd,3.1,Decreasing,Global
100468078,44673,Epinephelus fuscoguttatus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,EPINEPHELIDAE,Epinephelus,fuscoguttatus,,,,"(Forsskål, 1775)",Vulnerable,A2bd+4bd,3.1,Decreasing,Global
100553967,61339,Epinephelus polyphekadion,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,EPINEPHELIDAE,Epinephelus,polyphekadion,,,,"(Bleeker, 1849)",Vulnerable,A2bd,3.1,Decreasing,Global
100569342,132730,Hyporthodus acanthistius,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,EPINEPHELIDAE,Hyporthodus,acanthistius,,,,"(Gilbert, 1892)",Vulnerable,A2bd,3.1,Decreasing,Global
100569671,132795,Hyporthodus ergastularius,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,EPINEPHELIDAE,Hyporthodus,ergastularius,,,,"(Whitley, 1930)",Near Threatened,A4bd,3.1,Decreasing,Global
100573599,135381188,Epinephelus bruneus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,EPINEPHELIDAE,Epinephelus,bruneus,,,,"Bloch, 1793",Vulnerable,A2bd,3.1,Decreasing,Global
103933139,103933123,Rhinobatos borneensis,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,RHINOBATIDAE,Rhinobatos,borneensis,,,,"Last, Séret &amp; Naylor, 2016",Endangered,A2d,3.1,Decreasing,Global
104004394,60171,Pseudobatos productus,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,RHINOBATIDAE,Pseudobatos,productus,,,,"(Ayres, 1854)",Near Threatened,,3.1,Decreasing,Global
104006031,104005557,Rhinobatos schlegelii,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,RHINOBATIDAE,Rhinobatos,schlegelii,,,,"Müller &amp; Henle, 1841",Critically Endangered,A2bd,3.1,Decreasing,Global
104007215,104007203,Rhinobatos whitei,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,RHINOBATIDAE,Rhinobatos,whitei,,,,"Last, Corrigan &amp; Naylor, 2014",Critically Endangered,A2d,3.1,Decreasing,Global
104020006,104019954,Rhynchobatus immaculatus,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,RHINIDAE,Rhynchobatus,immaculatus,,,,"Last, Ho &amp; Chen, 2013",Critically Endangered,A2bd,3.1,Decreasing,Global
104021771,104021731,Aetobatus laticeps,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,AETOBATIDAE,Aetobatus,laticeps,,,,"(Gill, 1865)",Vulnerable,A2d,3.1,Decreasing,Global
104021988,104021947,Aetobatus narutobiei,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,AETOBATIDAE,Aetobatus,narutobiei,,,,"White, Furumitsu &amp; Yamaguchi, 2013",Vulnerable,A2d,3.1,Decreasing,Global
104072486,104071039,Bathytoshia lata,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Bathytoshia,lata,,,,"(Garman, 1880)",Vulnerable,A2d,3.1,Decreasing,Global
104086760,104085094,Telatrygon zugei,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Telatrygon,zugei,,,,"(Müller &amp; Henle, 1841)",Vulnerable,A2cd,3.1,Decreasing,Global
104112674,104110247,Hemitrygon longicauda,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Hemitrygon,longicauda,,,,"(Last &amp; White, 2013)",Near Threatened,A2d,3.1,Decreasing,Global
104113935,60148,Hemitrygon akajei,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Hemitrygon,akajei,,,,"(Müller &amp; Henle, 1841)",Near Threatened,A2bd,3.1,Decreasing,Global
104115348,161533,Hemitrygon bennetti,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Hemitrygon,bennetti,,,,"(Müller &amp; Henle, 1841)",Vulnerable,A2d,3.1,Decreasing,Global
104166982,104166970,Neotrygon australiae,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Neotrygon,australiae,,,,"Last, White &amp; Séret, 2016",Near Threatened,A2d,3.1,Decreasing,Global
104179599,104179262,Brevitrygon heterura,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Brevitrygon,heterura,,,,"(Müller &amp; Henle, 1841)",Vulnerable,A2d,3.1,Decreasing,Global
104189052,104188627,Maculabatis macrura,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Maculabatis,macrura,,,,"(Bleeker, 1852)",Endangered,A2d,3.1,Decreasing,Global
104294071,195320,Urogymnus polylepis,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Urogymnus,polylepis,,,,"(Bleeker, 1852)",Endangered,A2bcd,3.1,Decreasing,Global
104306117,104306073,Pastinachus gracilicaudus,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Pastinachus,gracilicaudus,,,,"Last &amp; Manjaji-Matsumoto, 2010",Endangered,A2d,3.1,Decreasing,Global
104306271,104306247,Pastinachus stellurostris,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Pastinachus,stellurostris,,,,"Last, Fahmi &amp; Naylor, 2010",Critically Endangered,A2cd,3.1,Decreasing,Global
104679628,104679625,Dibamus bogadeki,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIBAMIDAE,Dibamus,bogadeki,,,,"Darevsky, 1992",Endangered,B1ab(iii),3.1,Unknown,Global
109916824,161728,Brevitrygon imbricata,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Brevitrygon,imbricata,,,,"(Bloch &amp; Schneider, 1801)",Vulnerable,A2d,3.1,Decreasing,Global
112949852,112949827,Orbiraja jensenae,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,RAJIDAE,Orbiraja,jensenae,,,,"(Last &amp; Lim, 2010)",Near Threatened,A2d,3.1,Decreasing,Global
113148785,161638,Squatina legnota,ANIMALIA,CHORDATA,SQUATINIFORMES,CHONDRICHTHYES,SQUATINIDAE,Squatina,legnota,,,,"Last &amp; White, 2008",Critically Endangered,A2bd,3.1,Decreasing,Global
115227856,154724,Myripristis clarionensis,ANIMALIA,CHORDATA,BERYCIFORMES,ACTINOPTERYGII,HOLOCENTRIDAE,Myripristis,clarionensis,,,,"Gilbert, 1897",Vulnerable,D2,3.1,Unknown,Global
115234255,154777,Ophidion fulvum,ANIMALIA,CHORDATA,OPHIDIIFORMES,ACTINOPTERYGII,OPHIDIIDAE,Ophidion,fulvum,,,,"(Hildebrand &amp; Barton, 1949)",Near Threatened,,3.1,Unknown,Global
115250542,154900,Nemipterus virgatus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,NEMIPTERIDAE,Nemipterus,virgatus,,,,"(Houttuyn, 1782)",Vulnerable,A2bd,3.1,Decreasing,Global
115314064,190279,Pomatomus saltatrix,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,POMATOMIDAE,Pomatomus,saltatrix,,,,"(Linnaeus, 1766)",Vulnerable,A2bd,3.1,Decreasing,Global
115417503,65365349,Cosmocampus balli,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Cosmocampus,balli,,,,"(Fowler, 1925)",Vulnerable,B1ab(iii)+2ab(iii),3.1,Unknown,Global
115462012,69182988,Parupeneus porphyreus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,MULLIDAE,Parupeneus,porphyreus,,,,"(Jenkins, 1903)",Near Threatened,,3.1,Decreasing,Global
115470334,69690275,Siganus niger,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SIGANIDAE,Siganus,niger,,,,"Woodland, 1990",Vulnerable,B2ab(iii),3.1,Unknown,Global
115471770,69738927,Siganus uspi,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SIGANIDAE,Siganus,uspi,,,,"Gawel &amp; Woodland, 1974",Near Threatened,,3.1,Unknown,Global
115476659,70010721,Oxymonacanthus longirostris,ANIMALIA,CHORDATA,TETRAODONTIFORMES,ACTINOPTERYGII,MONACANTHIDAE,Oxymonacanthus,longirostris,,,,"(Bloch &amp; Schneider, 1801)",Vulnerable,A3c,3.1,Decreasing,Global
115696628,115696622,Carcharhinus obsoletus,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Carcharhinus,obsoletus,,,,"White, Kyne &amp; Harris, 2019",Critically Endangered,A2d; D,3.1,Unknown,Global
116739828,161717,Scymnodon ringens,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,SOMNIOSIDAE,Scymnodon,ringens,,,,"Barbosa du Bocage &amp; de Brito Capello, 1864",Vulnerable,A2bd,3.1,Decreasing,Global
116831653,44571,Squatina armata,ANIMALIA,CHORDATA,SQUATINIFORMES,CHONDRICHTHYES,SQUATINIDAE,Squatina,armata,,,,"(Philippi, 1887)",Critically Endangered,A2bd+3d,3.1,Decreasing,Global
116856055,116855963,Telatrygon biasa,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Telatrygon,biasa,,,,"Last, White &amp; Naylor, 2016",Vulnerable,A2d,3.1,Decreasing,Global
117123341,41861,Squalus rancureli,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,SQUALIDAE,Squalus,rancureli,,,,"Fourmanoir &amp; Rivaton, 1979",Near Threatened,B1a,3.1,Unknown,Global
117479864,48342104,Meiacanthus abruptus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,BLENNIIDAE,Meiacanthus,abruptus,,,,"Smith-Vaniz &amp; Allen, 2011",Vulnerable,B2ab(iii),3.1,Unknown,Global
119333622,3897,Caretta caretta,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,CHELONIIDAE,Caretta,caretta,,,,"(Linnaeus, 1758)",Vulnerable,A2b,3.1,Decreasing,Global
123356632,123356310,Centroberyx affinis,ANIMALIA,CHORDATA,BERYCIFORMES,ACTINOPTERYGII,BERYCIDAE,Centroberyx,affinis,,,,"(Günther, 1859)",Vulnerable,A2bd,3.1,Decreasing,Global
123378802,18383,Prototroctes maraena,ANIMALIA,CHORDATA,OSMERIFORMES,ACTINOPTERYGII,RETROPINNIDAE,Prototroctes,maraena,,,,"Günther, 1864",Vulnerable,"B2b(i,ii,iii,iv,v)c(iv)",3.1,Decreasing,Global
123424344,123423165,Pezichthys amplispinus,ANIMALIA,CHORDATA,LOPHIIFORMES,ACTINOPTERYGII,BRACHIONICHTHYIDAE,Pezichthys,amplispinus,,,,"Last &amp; Gledhill, 2009",Endangered,"B2ab(iii,v)",3.1,Decreasing,Global
123424369,123423266,Sympterichthys moultoni,ANIMALIA,CHORDATA,LOPHIIFORMES,ACTINOPTERYGII,BRACHIONICHTHYIDAE,Sympterichthys,moultoni,,,,"Last &amp; Gledhill, 2009",Endangered,"B2ab(iii,v)",3.1,Decreasing,Global
123494792,123434761,Gobiodon fulvus,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Gobiodon,fulvus,,,,"Herre, 1927",Vulnerable,A2c,3.1,Unknown,Global
123790805,15419,Orcaella brevirostris,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Orcaella,brevirostris,,,,"(Owen in Gray, 1866)",Endangered,A2cd+3cd+4cd,3.1,Decreasing,Global
123793740,136315,Orcaella heinsohni,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Orcaella,heinsohni,,,,"Beasley, Robertson &amp; Arnold, 2005",Vulnerable,A2cd+3cd+4cd; C2a(i),3.1,Decreasing,Global
123794774,82031425,Sousa chinensis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Sousa,chinensis,,,,"(Osbeck, 1765)",Vulnerable,A3cd+4cd,3.1,Decreasing,Global
124398647,169473392,Glyphis gangeticus,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Glyphis,gangeticus,,,,"(Müller &amp; Henle, 1839)",Critically Endangered,A2cd; C2a(i),3.1,Decreasing,Global
124404742,39353,Hemitriakis leucoperiptera,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,TRIAKIDAE,Hemitriakis,leucoperiptera,,,,"Herre, 1923",Critically Endangered,A2d,3.1,Decreasing,Global
124406514,39361,Triakis acutipinna,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,TRIAKIDAE,Triakis,acutipinna,,,,"Kato, 1968",Endangered,B1ab(v); C2a(ii),3.1,Decreasing,Global
124407121,39367,Carcharhinus borneensis,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Carcharhinus,borneensis,,,,"(Bleeker, 1858)",Critically Endangered,A2cd,3.1,Decreasing,Global
124411670,39413,Urogymnus asperrimus,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Urogymnus,asperrimus,,,,"(Bloch &amp; Schneider,1801)",Endangered,A2cd,3.1,Decreasing,Global
124414963,41730,Atelomycterus marmoratus,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,SCYLIORHINIDAE,Atelomycterus,marmoratus,,,,"(Anonymous [Bennett], 1830)",Near Threatened,A2cd,3.1,Decreasing,Global
