Element Code,Scientific Name,English Name,Biogeoclimatic Units,Provincial,BC List,Global,COSEWIC,SARA,Provincial FRPA,Land Use Objectives,CDC Mapped Locations - Public,CDC Mapped Locations - Confidential
NLT0033290,Fuscopannaria ramulina,antler crackers,,S2S3 (2019),Blue,G5 (2017),,,,,,
NLPEL07020,Gabura insignis,,CWHvh,S3 (2019),Blue,GNR,,,,,,
IMGASL1020,Galba bulimoides,Prairie Fossaria,CDF; CMA; CWH; ESSF; ICH; IDF; IMA; MH; MS; PP,S3? (2015),Blue,G5 (1999),,,,,,
IMGASL1030,Galba cockerelli,Cockerell's Fossaria,,SH (2015),Red,G3G4 (2009),,,,,,
IMGASL1060,Galba dalli,Dusky Fossaria,BG; CDF; CMA; CWH; ESSF; ICH; IDF; IMA; MH; MS; PP,S3S4 (2015),Blue,G5 (1999),,,,,,
IMGASL1120,Galba obrussa,Golden Fossaria,BAFA; BG; ESSF; ICH; IDF; IMA; MS; PP; SBPS; SBS,S2S3 (2015),Blue,G5 (2015),,,,,,
IMGASL1130,Galba parva,Pygmy Fossaria,CWH; SBS,S3S5 (2015),Blue,G5 (2015),,,,,,
IMGASL1210,Galba truncatula,Attenuate Fossaria,ICH; IDF; PP; SWB,S3S5 (2015),Blue,G5 (2008),,,,,,
IMGASL1220,Galba vancouverensis,Vancouver Fossaria,CDF,SH (2015),Red,GHQ (2015),,,,,,
NFCOR010Y0,Galerina stylifera,,,S2S4 (2021),Blue,GNR,,,,,,
AFCPA03014,Gasterosteus aculeatus pop. 1,Charlotte Unarmoured Threespine Stickleback,CWH,S1S2 (2018),Red,G5T1T2Q (2019),E,1-SC (2019),,,Y,
AFCPA03016,Gasterosteus aculeatus pop. 2,Little Quarry Lake Benthic Threespine Stickleback,CWHxm,S1 (2019),Red,G5TNRQ,T,,,,Y,
AFCPA03017,Gasterosteus aculeatus pop. 3,Little Quarry Limnetic Threespine Stickleback,CWHxm,S1 (2019),Red,G5TNRQ,T,,,,Y,
AFCPA03X10,Gasterosteus sp. 1,Giant Threespine Stickleback,CWH,S1S2 (2018),Red,G1G2 (2019),SC,1-SC (2019),,,Y,
AFCPA03180,Gasterosteus sp. 16,Vananda Creek Limnetic Stickleback,CDF,S1 (2018),Red,G1 (2018),E,1-E (2003),Y,,Y,
AFCPA03190,Gasterosteus sp. 17,Vananda Creek Benthic Stickleback,CDF,S1 (2018),Red,G1 (2018),E,1-E (2003),Y,,Y,
AFCPA03200,Gasterosteus sp. 18,"Misty Lake ""Lake"" Stickleback",CWH,S1 (2018),Red,G1 (2018),E,1-E (2010),,,Y,
AFCPA03210,Gasterosteus sp. 19,"Misty Lake ""Stream"" Stickleback",CWH,S1 (2018),Red,G1 (2018),E,1-E (2010),,,Y,
AFCPA03040,Gasterosteus sp. 2,Enos Lake Limnetic Stickleback,CDF,SX (2018),Red,GX (2019),XX,1-E (2005),,,Y,
AFCPA03050,Gasterosteus sp. 3,Enos Lake Benthic Stickleback,CDF,SX (2018),Red,GX (2019),XX,1-E (2005),,,Y,
AFCPA03060,Gasterosteus sp. 4,Paxton Lake Limnetic Stickleback,CDF,S1 (2018),Red,G1 (2018),E,1-E (2003),,,Y,
AFCPA03070,Gasterosteus sp. 5,Paxton Lake Benthic Stickleback,CDF,S1 (2018),Red,G1 (2016),E,1-E (2003),,,Y,
IMGAS15090,Gastrocopta holzingeri,Lambda Snaggletooth,IDF; PP,S1S2 (2015),Red,G5 (2009),,,,,,
ABNBA01040,Gavia adamsii,Yellow-billed Loon,,S2S3N (2015),Blue,G4 (2016),NAR,,,,,
PDONA09080,Gayophytum ramosissimum,hairstem groundsmoke,BGxh; IDFdm; IDFxh; PPdh,S3? (2019),Blue,G5 (1987),,,,,Y,
IILEC02070,Gazoryctra mathewi,,,S2S4 (2020),Blue,GNR,,,,,,
NFGEA000B0,Geastrum quadrifidum,,,S2S4 (2021),Blue,GNR,,,,,,
NFFUN09010,Geastrum saccatum,,,S3 (2021),Blue,GNR,,,,,,
NBMUS30010,Geheebia gigantea,,CWH; MH,S3 (2024),Blue,G5? (2000),,,,,,
NBMUS2C040,Geheebia leskeoides,,CWH,S3 (2024),Blue,G2G4 (2000),,,,,,
IILEG5J320,Gelechia ribesella,a twirler moth,,S3S4 (2020),Blue,GNR,,,,,,
IILEG5J340,Gelechia sabinellus,a twirler moth,,S2S4 (2020),Blue,GNR,,,,,,
NBMUS1A1M0,Gemmabryum subapiculatum,,,S2S3 (2024),Blue,G5? (1996),,,,,,
NBMUS1A1C0,Gemmabryum violaceum,,CDF,S3? (2024),Blue,G5? (2000),,,,,,
PDGEN06011,Gentiana affinis var. affinis,prairie gentian,IDFdm; IDFxh; PPdh; PPxh,S1S2 (2019),Red,G5TNR,,,,,Y,
PDGEN06090,Gentiana calycosa,mountain bog gentian,ESSFdk; ESSFdkp; IMA,S2S3 (2019),Blue,G4 (2016),,,,,Y,
NFGEO01040,Geoglossum umbratile,,,S2S4 (2021),Blue,GNR,,,,,,
NFPEZ0H020,Geopora cooperi,,,S2S4 (2021),Blue,GNR,,,,,,
NFFUNGECA1,Geopyxis carbonaria,,,S3 (2021),Blue,GNR,,,,,,
PDROS0S0E0,Geum rossii,Ross' avens,SWBuns,S3 (2019),Blue,G5 (2016),,,,,Y,
PDROS0S0L0,Geum schofieldii,Haida Gwaii avens,CMA; CWHvh; MHwh; MHwhp,S3 (2019),Blue,G3 (2019),,,,,Y,
PDPLM041G0,Gilia sinuata,shy gilia,BGxh,SH (2019),Red,G5 (1987),,,,,Y,
PDCAM07060,Githopsis specularioides,common bluecup,CDFmm; CWHmm; CWHxm; MHmm,S3 (2019),Blue,G5 (1994),,,,,Y,
ABNSB08015,Glaucidium gnoma swarthi,"Northern Pygmy-Owl, swarthi subspecies",CDF; CWH; MH,S3S4 (2018),Blue,G4G5T3T4Q (2019),,,Y,,Y,
PDAPI13011,Glehnia littoralis ssp. leiocarpa,American glehnia,CDFmm; CWHvh; CWHwh; CWHxm,S3 (2019),Blue,G5T5 (1991),,,,,Y,
NFAGA15010,Gliophorus psittacinus,,,S3 (2021),Blue,GNR,,,,,,
CEBC001023,Glyceria borealis Marsh,northern mannagrass Marsh,CWHvh2; ESSFdv; ESSFdv1/; MSxv; SBPSxc,S2 (2022),Red,G4,N/A,N/A,,Haida Gwaii LUO,,
PDFAB1W020,Glycyrrhiza lepidota,wild licorice,ICHdw; IDFdm; PPdh,S3 (2019),Blue,G5 (2016),,,,,Y,
IILEH0A030,Glyphipterix bifasciata,a sedge moth,,S2S4 (2020),Blue,GNR,,,,,,
NLT0000220,Glypholecia scabra,desert rockscab,,S1 (2010),Red,G3 (2002),,,,,,
ILARA52070,Gnaphosa snohomish,Georgia Basin Bog Spider,,S2 (2018),Red,G2 (2011),SC,1-SC (2018),,,Y,
IILEG5K280,Gnorimoschema octomaculella,A Gelechiid Moth,,S3S4 (2020),Blue,GNR,,,,,,
IILEG5K330,Gnorimoschema septentrionella,A Twirler Moth,,S3S4 (2020),Blue,GNR,,,,,,
NBMUS31010,Gollania turgens,,CWH; MH,S2S3 (2024),Blue,G2 (2001),,,,,,
NFBOL0P030,Gomphidius smithii,,,S3 (2021),Blue,GNR,,,,,,
NFGOM03010,Gomphus clavatus,,,S3 (2021),Blue,GNR,,,,,,
IMBIV19010,Gonidea angulata,Rocky Mountain Ridged Mussel,BG; IDF; PP,S2 (2014),Red,G3 (2024),E,1-SC (2005),,,Y,
PMPOA690E0,Graphephorum wolfii,Wolf's trisetum,ESSFdk; ESSFxc; MSdk,S3 (2019),Blue,G4 (1988),,,,,Y,
IILEE07090,Greya enchrysa,,,S2S3 (2020),Blue,GNR,,,,,,
IILEE07080,Greya politella,,,S3? (2020),Blue,GNR,,,,,,
IILEE07030,Greya punctiferella,a yucca moth,,S2S4 (2020),Blue,GNR,,,,,,
NBMUS32350,Grimmia incurva,,CMA,S2S3 (2024),Blue,GNR,,,,,,
NBMUS320R0,Grimmia mollis,,ESSFwc; ICHmw; IMAun; SBSmc,S3 (2024),Blue,G5 (2015),,,,,,
NBMUS32190,Grimmia unicolor,,SWB,S2S3 (2024),Blue,G5 (2017),,,,,,
AMAJF03011,Gulo gulo luscus,"Wolverine, luscus subspecies",BAFA; BWBS; CMA; CWH; ESSF; ICH; IDF; IMA; MH; MS; SBPS; SBS; SWB,S3 (2010),Blue,G4T4 (2016),SC,1-SC (2018),Y,,,
AMAJF03014,Gulo gulo vancouverensis,"Wolverine, vancouverensis subspecies",CMA; CWH; MH,SH (2017),Red,G4TH (2016),SC,1-SC (2018),Y,,Y,
NLT0011770,Gyalecta friesii,,,S2S3 (2020),Blue,GNR,,,,,,
NLT0028040,Gyalidea asteriscus,,,S2 (2020),Red,GNR,,,,,,
NBHEP22060,Gymnomitrion commutatum,,,S3 (2021),Blue,G2G4 (1999),,,,,,
NBHEP1E060,Gymnomitrion pacificum,,,S3 (2023),Blue,G3G5 (1999),,,,,,
NBHEP220B0,Gymnomitrion revolutum ssp. revolutum,,,S1S3 (2021),Red,GNRT3T5 (2018),,,,,,
NFAGA2F070,Gymnopus perforans,,,S2S4 (2021),Blue,GNR,,,,,,
NLLEC6B010,Gypsoplaca macrophylla,,,S2S3 (2020),Blue,G3G4 (2006),,,,,,
IMGASM5020,Gyraulus crista,Star Gyro,BAFA; BG; CWH; ESSF; ICH; IDF; IMA; MH; MS; PP,S3S4 (2015),Blue,G5 (2017),,,,,,
NFPEZ0K030,Gyromitra fluctuans,,,S2S4 (2021),Blue,GNR,,,,,,
PDBOR0G0C3,Hackelia diffusa var. diffusa,spreading stickseed,IDFdc; IDFxc; IDFxh; PPxh,S3 (2019),Blue,G4T3 (2016),,,,,Y,
IMGASV2040,Haliotis kamtschatkana,Northern Abalone,CDF; CWH,S2 (2002),Red,G3G4 (2025),E,1-E,,,,
IITHS01010,Haplocampa wagnelli,a cave-dwelling dipluran,,S1 (2019),Red,GNR,,,,,,
NBMUS4Q010,Haplodontium macrocarpum,Porsild's bryum,SWBmk; SWBmks,S2S3 (2024),Blue,G2G3 (2025),T,1-T (2011),,,Y,
ILARA78010,Hemerotrecha denticulata,a sun scorpion,,S1S2 (2024),Red,GNR,,,,,,
ILARA78020,Hemerotrecha sp. 1,,,S1? (2016),Red,GNR,,,,,,
IILEW0M150,Hemileuca hera,Hera Sheepmoth; Hera Buckmoth,,S3S4 (2020),Blue,G5 (2000),,,,,,
IILEW0M170,Hemileuca nuttalli,Nuttall's Sheepmoth,BGxh,S1 (2020),Red,G5 (2025),E,1-E (2023),,,Y,Y
IMGAS59010,Hemphillia burringtoni,Keeled Jumping-slug,CDF; CWH,S2? (2015),Red,G3 (2023),SC,1-SC (2005),,,Y,
IMGAS59080,Hemphillia camelus,Pale Jumping-slug,CWH; ICH; IDF; MS; PP,S3 (2015),Blue,G4 (2006),,,,,,
IMGAS59040,Hemphillia dromedarius,Dromedary Jumping-slug,CDF; CWH,S2 (2024),Red,G3G4 (2005),T,1-T (2005),,,Y,
NLLEC80070,Heppia lutosa,soil rubies,,S1S3 (2010),Red,G3G5 (2002),,,,,,
NBHEP1K070,Herbertus sendtneri,,,S3 (2023),Blue,GNR,,,,,,
IILER59060,Herpetogramma thestealis,Zigzag Herpetogramma Moth,,S3 (2020),Blue,GNR,,,,,,
IILEP65190,Hesperia assiniboia,Assiniboine Skipper,BWBS; MSxv,S2 (2020),Red,G5 (2020),,,,,Y,
IILEP65209,Hesperia colorado oregonia,"Western Branded Skipper, oregonia subspecies",CDF; CWH; MH,S2 (2021),Red,G5T2 (2016),E,1-E (2023),,,Y,
IILEP65180,Hesperia nevada,Nevada Skipper,BG; ESSF; IDF; MS; PP,S3S4 (2020),Blue,G3 (2023),,,,,Y,
PDHYD06020,Hesperochiron pumilus,dwarf hesperochiron,ICHdw,S2 (2019),Red,G4 (1999),E,1-E (2023),,,Y,
CEBC003122,Hesperostipa comata - Artemisia frigida,needle-and-thread grass - prairie sagewort,BGxh3/Gg27; BGxw2/Gg27,S2S3 (2015),Blue,GNR,N/A,N/A,,,,
PMPOA5X0Y0,Hesperostipa spartea,porcupinegrass,BGxh; BWBSmw; ICHdw; ICHmw; IDFmw; IDFxm,S3 (2022),Blue,G5 (2016),,,,,,
NLT0012140,Heterodermia galactophylla,,,S2S3 (2019),Blue,GNR,,,,,,
NLT0012160,Heterodermia japonica,,ICHvk,S1S3 (2019),Red,G5 (2002),,,,,,
NLLEC82110,Heterodermia leucomelos,elegant centipede,,S2S3 (2019),Blue,G5 (2017),,,,,,
NLTEST8260,Heterodermia sitchensis,seaside centipede,CWHvh,S1 (2019),Red,G1 (2025),T,1-E (2003),,,Y,
NLT0012210,Heterodermia speciosa,smiling centipede,BWBSmw,S1 (2019),Red,G5? (2001),,,,,,
NBMUSZA010,Hilpertia velenovskyi,,BGxh,S1S3 (2024),Red,GU (2018),,,,,,
ABNND01010,Himantopus mexicanus,Black-necked Stilt,,S1B (2023),Red,G5 (2016),,,,,,
AFCGA01010,Hiodon alosoides,Goldeye,BWBS,S3 (2019),Blue,G5 (2017),,,,,,
PDHPR01040,Hippuris lanceolata,lance-leaved mare's tail,CWHwm; CWHws,S1S3 (2019),Red,GNR,,,,,,
PDHPR01020,Hippuris tetraphylla,four-leaved mare's-tail,CDFmm; CWHds; CWHms,S3? (2019),Blue,G5 (2016),,,,,Y,
IILEG2Y050,Holcocera chalcofrontella,Sumac Micromoth,,S3S4 (2020),Blue,GNR,,,,,,
IILEG2Z020,Holcocera immaculella,Conifer Micromoth,,S3S5 (2020),Blue,GNR,,,,,,
PDFAB2A0D0,Hosackia gracilis,seaside bird's foot lotus,CDFmm,S2 (2019),Red,G4 (2005),E,1-E (2003),,,Y,
PDFAB2A100,Hosackia pinnata,bog bird's-foot trefoil,CDFmm; CWHmm,S2? (2019),Red,G4G5 (2001),E,1-E (2005),,,Y,
PDAST5V010,Hulteniella integrifolia,entire-leaved daisy,BAFA; SWBmk,S3 (2019),Blue,G5 (2016),,,,,Y,
IILEW0Y022,Hyalophora gloveri,,,S3S4 (2020),Blue,G5 (1998),,,,,,
AFCJB16022,Hybognathus hankinsoni - Pacific group,Brassy Minnow - Pacific Group,CDFmm; CWHdm; CWHxm,S2S3 (2019),Blue,G5TNRQ,SC,,,,,
AFCJB16021,Hybognathus hankinsoni - western Arctic group,Brassy Minnow - Western Arctic Group,,S3S4 (2012),Blue,G5TNRQ,SC,,,,,
IILEU5U550,Hydriomena nubilofasciata,Oak Winter Highflier Moth,,S3 (2020),Blue,GNR,,,,,,
NBMUS0Q010,Hydrogonium amplexifolium,,CWH,S2S3 (2024),Blue,GNR,,,,,,
ABNNM08020,Hydroprogne caspia,Caspian Tern,BG; BWBS; CDF; CWH; ICH; IDF; PP; SBS,S2S4B (2024),Blue,G5 (2016),NAR,,,,,
NFSM000091,Hydropus marginellus,,,S3 (2021),Blue,G3 (2006),,,,,,
NBMUS3S0B0,Hygrohypnella polaris,,BAFA; SBS,S3? (2024),Blue,G4 (2015),,,,,,
NFAGA17050,Hygrophorus inocybiformis,,,S2S3 (2021),Blue,GNR,,,,,,
NFFUNHYPU1,Hygrophorus pustulatus,,,S3 (2021),Blue,GNR,,,,,,
NFAGA17190,Hygrophorus subalpinus,,,S2S4 (2021),Blue,GNR,,,,,,
NBMUS98020,Hymenostylium recurvirostrum var. insigne,,CWH,S2S3 (2024),Blue,G5T3 (1997),,,,,,
NBMUS3V054,Hypnum cupressiforme var. subjulaceum,,,S2S3 (2024),Blue,G5TNR,,,,,,
NLLEC14010,Hypogymnia dichroma,,BWBSmw; IDFxh,S3? (2019),Blue,GNR,,,,,,
NLT0012470,Hypogymnia subobscura,viviparous bone,BAFAunp,S3 (2010),Blue,G5 (2017),,,,,,
NLLEC14040,Hypogymnia verruculosa,,ICHmw,S2S3 (2019),Blue,GNR,,,,,,
NLTES46100,Hypotrachyna revoluta,granulating loop,CWHvh,S2S3 (2010),Blue,G4G5 (2025),,,,,,
ARADB18020,Hypsiglena chlorophaea,Desert Nightsnake,BG; IDF; PP,S2 (2018),Red,G5 (2016),E,1-E (2003),,,Y,Y
NFAGA2Q020,Hypsizygus elongatipes,,,S3 (2021),Blue,GNR,,,,,,
IISIP31020,Hystrichopsylla occidentalis,A Flea,,S3S5 (2020),Blue,GNR,,,,,,
IISIP31030,Hystrichopsylla schefferi,A Flea,,S3 (2020),Blue,GNR,,,,,,
IILEPG801G,Icaricia icarioides blackmorei,"Boisduval's Blue, blackmorei subspecies",CDF; CWH; MH,S3 (2021),Blue,G5T3 (2006),,,,,Y,
IILEPG801H,Icaricia icarioides montis,"Boisduval's Blue, montis subspecies",CMA; CWH; ESSF; IDF; IMA; MS; PP,S3S4 (2021),Blue,G5T4 (2015),,,,,,
IILEPG6013,Icaricia saepiolus insulanus,"Greenish Blue, insulanus subspecies",CDF; CWH,SH (2021),Red,G5TH (2018),E,1-E (2003),,,,
ABPBX24010,Icteria virens,Yellow-breasted Chat,BG; CDF; CWH; ICH; IDF; PP; SBS,S2B (2018),Red,G5 (2016),E,1-E (2003),Y,,Y,Y
ABPBXB9190,Icterus galbula,Baltimore Oriole,BAFA; BWBS; ESSF; SBS,S3B (2024),Blue,G5 (2016),,,,,,
NFFUNINAM1,Inocybe amblyospora,,,S3 (2021),Blue,GNR,,,,,,
NFAGA2R0V0,Inocybe calida,,,S3 (2021),Blue,GNR,,,,,,
NFAGA2R0W0,Inocybe castanea,,,S3 (2021),Blue,GNR,,,,,,
NFAGA2R110,Inocybe cinnamomea,,,S3 (2021),Blue,GNR,,,,,,
NFFUNINFU1,Inocybe fuscodisca,,,S3 (2021),Blue,GNR,,,,,,
NFAGA2R170,Inocybe glabrodisca,,,S3 (2021),Blue,GNR,,,,,,
NFAGA2R1A0,Inocybe insinuata,,,S3 (2021),Blue,GNR,,,,,,
NFAGA2R1C0,Inocybe lanatodisca,,,S3 (2021),Blue,GNR,,,,,,
NFAGA2R1S0,Inocybe pseudodestricta,,,S3 (2021),Blue,GNR,,,,,,
NFAGA2R1X0,Inocybe salicis,,,S3 (2021),Blue,GNR,,,,,,
NFAGA2R210,Inocybe splendens,,,S3 (2021),Blue,GNR,,,,,,
NFAGA2R230,Inocybe suaveolens,,,S3 (2021),Blue,GNR,,,,,,
IILEU16030,Iridopsis emasculatum,,,S3S4 (2020),Blue,G4 (2011),,,,,,
IIODO72090,Ischnura damula,Plains Forktail,BWBS; ICH,S3 (2023),Blue,G5 (2016),,,,,Y,
PPISO011B0,Isoetes howellii,Howell's quillwort,,S3? (2022),Blue,GNR,,,,,Y,
PPISO01081,Isoetes minima,Columbia quillwort,ICHdw,S1S2 (2019),Red,G1G2 (2015),E,1-E (2023),,,Y,
PPISO01350,Isoetes x marensis,Mara Lake quillwort,IDFxh,S2 (2016),Red,GNA,,,,,Y,
IILEU25010,Ixala desperaria,,,S2S4 (2020),Blue,G5 (2011),,,,,,
CEBC003035,Juncus arcticus - Plantago macrocarpa,arctic rush - Alaska plantain,CDFmm/Ed03; CWH/Ed03; CWHvh3/Ed03; CWHwh1/Ed03,S1 (2007),Red,GNR,N/A,N/A,,,,
CEBC001024,Juncus arcticus - Puccinellia nuttalliana - Suaeda calceoliformis,arctic rush - Nuttall's alkaligrass - seablite,BWBSmw/00,S1 (2010),Red,G3?,N/A,N/A,,,,
CEBC001025,Juncus balticus - Carex praegracilis,Baltic rush - field sedge,BG/Ga03; BGxh2/Ga03; IDFdh/Ga03; IDFdk1/Ga03; IDFdk2/Ga03; IDFdk3/Ga03; IDFdk3/W3; IDFdk4/Ga03; IDFdk5/Ga03; IDFdm1/Ga03; IDFdm2/Ga03; IDFdw/Ga03; IDFxh4/Ga03; IDFxk/Ga03; IDFxm/Ga03; IDFxx1/Ga03; IDFxx2/Ga03; PP/Ga03; PPdh2/Ga03; PPxh3/Ga03; SBPSdc/Ga03; SBPSxc/Ga03; SBPSxc/W2,S2? (2021),Red,G3G4,N/A,N/A,,,Y,
CEBC001026,Juncus balticus - Potentilla anserina,Baltic rush - common silverweed,BGxh1/Wm07; BGxw1/Wm07; BGxw2/Wm07; ICHmk4/Wm07; IDFdh/Wm07; IDFdk1/Wm07; IDFdk2/Wm07; IDFdk5/Wm07; IDFdm1/Wm07; IDFdm2/Wm07; IDFxc/Wm07; IDFxh1/Wm07; IDFxh2/Wm07; IDFxk/Wm07; IDFxm/Wm07; IDFxx1/Wm07; IDFxx2/Wm07; PPxh1/Wm07; PPxh2/Wm07,S3 (2021),Blue,GNR,N/A,N/A,,,Y,Y
PMJUN011F2,Juncus hemiendytus var. hemiendytus,Hermanns dwarf rush,CWHxm,S2 (2019),Red,G5T5 (1988),,,,,Y,
PMJUN011K0,Juncus kelloggii,Kellogg's rush,CDFmm,S1S2 (2019),Red,G3? (2025),E,1-E (2005),,,Y,Y
PMJUN011Z5,Juncus nevadensis var. inventus,dune rush,,S2S3 (2021),Blue,G5T3T4 (2009),,,,,Y,
NBHEP1P0L0,Jungermannia borealis,,,S1S2 (2015),Red,GNR,,,,,,
CEBC000184,Juniperus communis / Pseudoroegneria spicata,common juniper / bluebunch wheatgrass,ESSFdc2/02; MSdm2/02,S2 (2004),Red,GNR,N/A,N/A,,,,
CEBC003123,Juniperus scopulorum - Artemisia tridentata / Pseudoroegneria spicata,Rocky Mountain Juniper - Big Sagebrush / Bluebunch Wheatgrass,BGxh2/Gs05; BGxh3/Gs05; BGxw1/Gs05; PPxh2/Gs05,S1S2 (2015),Red,GNR,N/A,N/A,,,,
IMGAS0B010,Kootenaia burkei,Pygmy Slug,ICH,S3 (2024),Blue,G3 (2017),SC,1-SC (2019),,,Y,
NBHEP1Q050,Kurzia pauciflora,,,S3 (2021),Blue,G5 (2016),,,,,,
NBHEP1Q0A0,Kurzia trichoclados,,,S2S3 (2021),Blue,GNR,,,,,,
IILEYJB710,Lacinipolia acutipennis,,,S3S4 (2020),Blue,GNR,,,,,,
NFRUS01100,Lactarius aurantiacus,,,S3 (2021),Blue,GNR,,,,,,
NFRUS000D0,Lactarius camphoratus,,,S1S3 (2021),Red,GNR,,,,,,
ABNLC10035,Lagopus leucura saxatilis,"White-tailed Ptarmigan, saxatilis subspecies",CMA; MH,S3S4 (2018),Blue,G5T3T4 (2021),,,Y,,Y,
AFBAA02092,Lampetra richardsoni pop. 1,Western Brook Lamprey (Morrison Creek Population),CWH,S1 (2019),Red,G4G5T1Q (2005),E,1-E (2003),,,Y,
IILEE02020,Lampronia oregonella,a yucca moth,,S3S4 (2020),Blue,GNR,,,,,,
CEBC003077,Larix laricina / Betula nana / Menyanthes trifoliata,tamarack / scrub birch / buckbean,BWBSmk/Wf18; BWBSmw/Wf18,S3 (2022),Blue,GNR,N/A,N/A,,,,
CEBC000872,Larix laricina / Betula pumila / Calamagrostis canadensis - Carex spp. / Sphagnum spp.,tamarack / low birch / bluejoint reedgrass - sedges / peat-mosses,SBSdw2; SBSdw3,S1 (2008),Red,GNR,N/A,N/A,,,,
ABNNM03110,Larus californicus,California Gull,BG; BWBS; CDF; CWH; ICH; IDF; MS; PP; SBS,"S1B,SNRN (2022)",Red,G5 (2016),,,,,,
NLT0012730,Lasallia pensylvanica,black-bellied toadskin,,S3 (2010),Blue,G5 (2013),,,,,,
IIDIP55020,Lasiopogon pacificus,Pacific Sandpirate,,S2 (2019),Red,GNR,SC,,,,,
AMACC05032,Lasiurus cinereus,Hoary Bat,BG; BWBS; CDF; CWH; ICH; IDF; MS; PP; SBS,S3S4 (2022),Blue,G3G4 (2022),E,,,,,
PDAST5L090,Lasthenia glaberrima,rayless goldfields,CWHmm,SX (2019),Red,G5 (2025),E,1-E (2010),,,Y,
PDAST5L0G0,Lasthenia maritima,hairy goldfields,CWHvh,S3 (2019),Blue,G4 (1998),,,,,Y,
PDPLM041N0,Lathrocasis tenerrima,slender gilia,IDFdm; PPdh,S2S3 (2019),Blue,G4 (2023),,,,,Y,
PDFAB25040,Lathyrus lanszwertii var. bijugatus,pinewood peavine,IDFdm,S2 (2015),Red,G4 (1998),,,,,Y,
PDFAB250J0,Lathyrus littoralis,silky beach pea,CDFmm; CWHvh; CWHwh; CWHxm,S2 (2019),Red,G3G4 (2013),T,1-T (2023),,,Y,
NLT0016260,Leciophysma finmarkicum,boreal onyx,,S2S3 (2019),Blue,GNR,,,,,,
NLTEST91P0,Leciophysma saximontanum,mountain dust bunnies,,S3 (2019),Blue,G3 (2019),,,,,,
NLLEC06010,Leioderma sorediatum,felted elf,CWH,S2S3 (2010),Blue,G4 (2005),,,,,,
ZMYXO0V030,Lepidoderma tigrinum,a slime mold,,S3 (2023),Blue,GNR,,,,,,
NBHEP1S030,Lepidozia sandvicensis,,,S3 (2021),Blue,G3G5 (1999),,,,,,
NFAGA00090,Lepiota clypeolarioides,,,S3 (2021),Blue,GNR,,,,,,
NLLEC98470,Leptogium cookii,,,S2S3 (2019),Blue,GNR (2025),,,,,,
NLT0016710,Leptogium cyanescens,blue-blue vinyl,CWHvh; ESSFvc; ICHmw,S1S2 (2019),Red,G5 (2015),,,,,,
PDPLM090L0,Leptosiphon harknessii,Harkness' linanthus,BGxh,S1S2 (2019),Red,G4? (2001),,,,,Y,
AMAEB03014,Lepus americanus washingtonii,"Snowshoe Hare, washingtonii subspecies",CDF; CWH,S1S2 (2024),Red,G5T3T5 (1996),,,,,Y,
AMAEB03040,Lepus townsendii,White-tailed Jackrabbit,BG; ESSF; ICH; IDF; IMA; MS; PP,SX (2022),Red,G5 (2016),,,,,,
NFPEZ0U010,Leucangium carthusianum,,,S3 (2021),Blue,GNR,,,,,,
NBMUSAB020,Lewinskya pseudoaffinis,,,S3 (2024),Blue,GNR,,,,,,
PDPOR04031,Lewisia columbiana var. columbiana,Columbia lewisia,IDFdk; MHmm,S2S3 (2005),Blue,G4G5T4 (2025),,,,,Y,
PDPOR090A0,Lewisiopsis tweedyi,Tweedy's lewisia,ESSFmw,S2 (2019),Red,G3 (2004),E,1-E (2018),,,Y,
CEBC001022,Leymus cinereus Herbaceous Vegetation,giant wildrye Herbaceous Vegetation,BGxw1/07,S2 (2013),Red,GNR,N/A,N/A,,,Y,
CEBC003073,Leymus mollis ssp. mollis - Lathyrus japonicus,dune wildrye - beach pea,CDFmm; CWHdm; CWHds1; CWHms2; CWHvh1; CWHvh2; CWHvm1; CWHwh1; CWHwm; CWHws1; CWHxm1; CWHxm2,S1S2 (2008),Red,GNR,N/A,N/A,,Central and North Coast LUO; South Central Coast LUO,Y,
IIODO45130,Libellula pulchella,Twelve-spotted Skimmer,BG; IDF; PP,S3 (2023),Blue,G5 (2015),,,,,,
NLT0017320,Lichinella nigritella,black rocklicorice,,S3 (2010),Blue,G4G5 (2002),,,,,,
NLT0017340,Lichinodium canadense,oldgrowth velvet,,S3 (2019),Blue,GNR,,,,,,
NLT0017360,Lichinodium sirosiphoideum,paraistic velvet,,S2? (2019),Red,GNR,,,,,,
IILEPL3020,Limenitis archippus,Viceroy,BG; ESSF; ICH; IDF; MS; PP,SX (2020),Red,G5 (2023),,,,,,
IILEG3R010,Limnaecia phragmitella,Shy Cosmet Moth,,S3S4 (2020),Blue,GNR,,,,,,
PDLIM02060,Limnanthes macounii,Macoun's meadow-foam,CDFmm; CWHxm,S2? (2019),Red,G2? (2023),SC,1-T (2006),,,Y,Y
ABNNF16010,Limnodromus griseus,Short-billed Dowitcher,BG; BWBS; CDF; CWH; ICH; IDF; PP; SWB,"S1S2B,S2S3M (2023)",Red,G3 (2024),E,,,,Y,
ABNNF08020,Limosa haemastica,Hudsonian Godwit,BWBS; CDF; CWH; IDF; MS; SWB,S1B (2022),Red,G4 (2016),T,,,,Y,
PDSCR12045,Lindernia dubia var. dubia,yellowseed false pimpernel,CWHxm; PPxh,S3? (2018),Blue,G5T5 (2016),,,,,Y,
